time_stamps,processed_1_not_processed_0
2003075.1835,0
2003075.1840,0
2003075.2015,0
2003076.1740,0
2003076.1745,0
2003076.1920,0
2003077.1825,0
2003077.2000,0
2003077.2005,0
2003078.1730,0
2003078.1905,0
2003078.1910,0
2003079.1810,0
2003079.1815,0
2003079.1950,0
2003079.1955,0
2003080.1855,0
2003080.1900,0
2003081.1800,0
2003081.1935,0
2003081.1940,0
2003082.1840,0
2003082.1845,0
2003082.2020,0
2003083.1745,0
2003083.1750,0
2003083.1925,0
2003083.1930,0
2003084.1830,0
2003084.1835,0
2003084.2010,0
2003085.1735,0
2003085.1915,0
2003086.1815,0
2003086.1820,0
2003086.1955,0
2003086.2000,0
2003087.1725,0
2003087.1900,0
2003087.1905,0
2003088.1805,0
2003088.1810,0
2003088.1945,0
2003089.1850,0
2003089.2025,0
2003090.1750,0
2003090.1755,0
2003090.1930,0
2003090.1935,0
2003091.1835,0
2003091.1840,0
2003091.2015,0
2003092.1740,0
2003092.1745,0
2003092.1920,0
2003092.1925,0
2003093.1825,0
2003093.2000,0
2003093.2005,0
2003094.1730,0
2003094.1905,0
2003094.1910,0
2003095.1810,0
2003095.1815,0
2003095.1950,0
2003095.1955,0
2003096.1855,0
2003096.1900,0
2003097.1800,0
2003097.1935,0
2003097.1940,0
2003098.1840,0
2003098.1845,0
2003098.2020,0
2003099.1745,0
2003099.1750,0
2003099.1925,0
2003099.1930,0
2003100.1830,0
2003100.1835,0
2003100.2010,0
2003101.1735,0
2003101.1915,0
2003102.1815,0
2003102.1820,0
2003102.1955,0
2003102.2000,0
2003103.1725,0
2003103.1900,0
2003103.1905,0
2003104.1805,0
2003104.1810,0
2003104.1945,0
2003105.1850,0
2003105.2025,0
2003106.1750,0
2003106.1755,0
2003106.1930,0
2003106.1935,0
2003107.1835,0
2003107.1840,0
2003107.2015,0
2003108.1740,0
2003108.1745,0
2003108.1920,0
2003108.2055,0
2003109.1825,0
2003109.2000,0
2003109.2005,0
2003110.1730,0
2003110.1905,0
2003110.1910,0
2003111.1810,0
2003111.1815,0
2003111.1950,0
2003111.1955,0
2003112.1855,0
2003113.1800,0
2003113.1935,0
2003113.1940,0
2003114.1840,0
2003114.1845,0
2003114.2020,0
2003115.1745,0
2003115.1750,0
2003115.1925,0
2003115.1930,0
2003116.1830,0
2003116.1835,0
2003116.2010,0
2003117.1735,0
2003117.1910,0
2003117.1915,0
2003118.1815,0
2003118.1820,0
2003118.1955,0
2003119.1725,0
2003119.1900,0
2003119.1905,0
2003121.1845,0
2003121.1850,0
2003121.2025,0
2003122.1750,0
2003122.1755,0
2003122.1930,0
2003122.1935,0
2003123.1835,0
2003123.1840,0
2003123.2015,0
2003124.1740,0
2003124.1745,0
2003124.1920,0
2003125.1825,0
2003125.2000,0
2003125.2005,0
2003126.1730,0
2003126.1905,0
2003126.1910,0
2003127.1810,0
2003127.1815,0
2003127.1950,0
2003128.1855,0
2003129.1800,0
2003129.1935,0
2003129.1940,0
2003130.1840,0
2003130.1845,0
2003130.2020,0
2003131.1745,0
2003131.1750,0
2003131.1925,0
2003131.1930,0
2003132.1830,0
2003132.1835,0
2003132.2010,0
2003133.1735,0
2003133.1910,0
2003133.1915,0
2003134.1815,0
2003134.1820,0
2003134.1955,0
2003134.2000,0
2003135.1725,0
2003135.1900,0
2003135.1905,0
2003136.1805,0
2003136.1810,0
2003136.1945,0
2003137.1850,0
2003137.2025,0
2003138.1750,0
2003138.1755,0
2003138.1930,0
2003138.1935,0
2003139.1835,0
2003139.1840,0
2003139.2015,0
2003140.1740,0
2003140.1745,0
2003140.1920,0
2003140.2055,0
2003141.1825,0
2003141.2000,0
2003141.2005,0
2003142.1730,0
2003142.1905,0
2003142.1910,0
2003143.1810,0
2003143.1815,0
2003143.1950,0
2003144.1855,0
2003145.1800,0
2003145.1935,0
2003145.1940,0
2003146.1840,0
2003146.1845,0
2003146.2020,0
2003147.1745,0
2003147.1750,0
2003147.1925,0
2003147.1930,0
2003148.1830,0
2003148.1835,0
2003148.2010,0
2003149.1735,0
2003149.1910,0
2003149.1915,0
2003150.1815,0
2003150.1820,0
2003150.1955,0
2003150.2000,0
2003151.1725,0
2003151.1900,0
2003151.1905,0
2003152.1805,0
2003152.1810,0
2003152.1945,0
2003153.1850,0
2003153.2025,0
2003154.1750,0
2003154.1755,0
2003154.1930,0
2003154.1935,0
2003155.1835,0
2003155.1840,0
2003155.2015,0
2003156.1740,0
2003156.1745,0
2003156.1920,0
2003156.2055,0
2003157.1825,0
2003157.2000,0
2003157.2005,0
2003158.1730,0
2003158.1905,0
2003158.1910,0
2003159.1810,0
2003159.1815,0
2003159.1950,0
2003160.1855,0
2003161.1800,0
2003161.1935,0
2003161.1940,0
2003162.1840,0
2003162.1845,0
2003162.2020,0
2003163.1745,0
2003163.1750,0
2003163.1925,0
2003163.1930,0
2003164.1830,0
2003164.1835,0
2003164.2010,0
2003165.1735,0
2003165.1910,0
2003165.1915,0
2003166.1815,0
2003166.1820,0
2003166.1955,0
2003167.1725,0
2003167.1900,0
2003167.1905,0
2003168.1805,0
2003168.1810,0
2003168.1945,0
2003169.1845,0
2003169.1850,0
2003169.2025,0
2003170.1750,0
2003170.1755,0
2003170.1930,0
2003170.1935,0
2003171.1835,0
2003171.1840,0
2003171.2015,0
2003172.1740,0
2003172.1745,0
2003172.1920,0
2003173.1825,0
2003173.2000,0
2003174.1730,0
2003174.1905,0
2003174.1910,0
2003175.1810,0
2003175.1815,0
2003175.1950,0
2003176.1855,0
2003176.2030,0
2003177.1800,0
2003177.1935,0
2003177.1940,0
2003178.1840,0
2003178.1845,0
2003178.2020,0
2003179.1745,0
2003179.1750,0
2003179.1925,0
2003179.1930,0
2003180.1830,0
2003180.2005,0
2003180.2010,0
2003181.1735,0
2003181.1910,0
2003181.1915,0
2003182.1815,0
2003182.1820,0
2003182.1955,0
2003183.1725,0
2003183.1900,0
2003183.1905,0
2003184.1805,0
2003184.1945,0
2003185.1845,0
2003185.1850,0
2003185.2025,0
2003186.1750,0
2003186.1755,0
2003186.1930,0
2003186.1935,0
2003187.1835,0
2003187.1840,0
2003187.2015,0
2003188.1740,0
2003188.1745,0
2003188.1920,0
2003189.1820,0
2003189.1825,0
2003189.2000,0
2003190.1730,0
2003190.1905,0
2003190.1910,0
2003191.1810,0
2003191.1815,0
2003191.1950,0
2003192.1855,0
2003192.2030,0
2003193.1755,0
2003193.1800,0
2003193.1935,0
2003193.1940,0
2003194.1840,0
2003194.1845,0
2003194.2020,0
2003195.1745,0
2003195.1750,0
2003195.1925,0
2003196.1830,0
2003196.2005,0
2003197.1730,0
2003197.1735,0
2003197.1910,0
2003197.1915,0
2003198.1815,0
2003198.1820,0
2003198.1955,0
2003199.1725,0
2003199.1900,0
2003200.1805,0
2003200.1940,0
2003200.1945,0
2003201.1845,0
2003201.1850,0
2003201.2025,0
2003202.1750,0
2003202.1755,0
2003202.1930,0
2003202.1935,0
2003203.1835,0
2003203.1840,0
2003204.1740,0
2003204.1915,0
2003204.1920,0
2003205.1820,0
2003205.1825,0
2003205.2000,0
2003206.1730,0
2003206.1905,0
2003206.1910,0
2003207.1810,0
2003207.1815,0
2003207.1950,0
2003208.1850,0
2003208.1855,0
2003208.2030,0
2003209.1755,0
2003209.1800,0
2003209.1935,0
2003209.1940,0
2003210.1840,0
2003210.1845,0
2003210.2020,0
2003211.1745,0
2003211.1750,0
2003211.1925,0
2003212.1830,0
2003212.2005,0
2003213.1730,0
2003213.1735,0
2003213.1910,0
2003213.1915,0
2003214.1815,0
2003214.1820,0
2003214.1955,0
2003215.1725,0
2003215.1900,0
2003216.1805,0
2003216.1940,0
2003216.1945,0
2003217.1845,0
2003217.1850,0
2003217.2025,0
2003218.1750,0
2003218.1755,0
2003218.1930,0
2003218.1935,0
2003219.1835,0
2003219.1840,0
2003220.1740,0
2003220.1915,0
2003220.1920,0
2003221.1820,0
2003221.1825,0
2003221.2000,0
2003222.1730,0
2003222.1905,0
2003222.1910,0
2003223.1810,0
2003223.1815,0
2003223.1950,0
2003224.1855,0
2003224.2030,0
2003225.1755,0
2003225.1800,0
2003225.1940,0
2003226.1840,0
2003226.1845,0
2003226.2020,0
2003227.1745,0
2003227.1750,0
2003227.1925,0
2003229.1730,0
2003229.1735,0
2003229.1910,0
2003229.1915,0
2003230.1815,0
2003230.1820,0
2003230.1955,0
2003231.1725,0
2003231.1900,0
2003231.1905,0
2003232.1805,0
2003232.1940,0
2003232.1945,0
2003233.1845,0
2003233.1850,0
2003233.2025,0
2003234.1750,0
2003234.1755,0
2003234.1930,0
2003234.1935,0
2003235.1835,0
2003235.1840,0
2003236.1740,0
2003236.1915,0
2003236.1920,0
2003237.1820,0
2003237.1825,0
2003237.2000,0
2003238.1730,0
2003238.1905,0
2003238.1910,0
2003239.1810,0
2003239.1815,0
2003239.1950,0
2003240.1855,0
2003240.2030,0
2003241.1755,0
2003241.1800,0
2003241.1935,0
2003241.1940,0
2003242.1840,0
2003242.1845,0
2003242.2020,0
2003243.1745,0
2003243.1750,0
2003243.1925,0
2003244.1830,0
2003244.2005,0
2003245.1730,0
2003245.1735,0
2003245.1910,0
2003245.1915,0
2003246.1815,0
2003246.1820,0
2003246.1955,0
2003247.1725,0
2003247.1900,0
2003247.1905,0
2003248.1805,0
2003248.1940,0
2003248.1945,0
2003249.1845,0
2003249.1850,0
2003249.2025,0
2003250.1750,0
2003250.1755,0
2003250.1930,0
2003250.1935,0
2003251.1835,0
2003251.1840,0
2003252.1740,0
2003252.1915,0
2003252.1920,0
2003253.1820,0
2003253.1825,0
2003253.2000,0
2003254.1730,0
2003254.1905,0
2003254.1910,0
2003255.1810,0
2003255.1815,0
2003255.1950,0
2003256.1720,0
2003256.1855,0
2003256.2030,0
2003257.1755,0
2003257.1800,0
2003257.1935,0
2003257.1940,0
2003258.1840,0
2003258.1845,0
2003258.2020,0
2003259.1745,0
2003259.1750,0
2003259.1925,0
2003260.1830,0
2003260.2005,0
2003261.1735,0
2003261.1910,0
2003261.1915,0
2003262.1815,0
2003262.1820,0
2003262.1955,0
2003263.1725,0
2003263.1900,0
2003263.1905,0
2003264.1805,0
2003264.1940,0
2003264.1945,0
2003265.1845,0
2003265.1850,0
2003265.2025,0
2003266.1750,0
2003266.1755,0
2003266.1930,0
2003266.1935,0
2003267.1835,0
2003267.1840,0
2003267.2015,0
2003268.1740,0
2003268.1745,0
2003268.1920,0
2003269.1820,0
2003269.1825,0
2003269.2000,0
2003270.1730,0
2003270.1905,0
2003270.1910,0
2003271.1810,0
2003271.1815,0
2003271.1950,0
2003272.1855,0
2003272.2030,0
2003273.1800,0
2003273.1935,0
2003273.1940,0
2003274.1840,0
2003274.1845,0
2003274.2020,0
2003275.1745,0
2003275.1750,0
2003275.1925,0
2003275.1930,0
2003276.1830,0
2003276.2005,0
2003276.2010,0
2003277.1735,0
2003277.1910,0
2003277.1915,0
2003278.1815,0
2003278.1820,0
2003278.1955,0
2003279.1725,0
2003279.1900,0
2003279.1905,0
2003280.1805,0
2003280.1945,0
2003281.1845,0
2003281.1850,0
2003281.2025,0
2003282.1750,0
2003282.1755,0
2003282.1930,0
2003282.1935,0
2003283.1835,0
2003283.1840,0
2003283.2015,0
2003284.1740,0
2003284.1745,0
2003284.1920,0
2003285.1820,0
2003285.1825,0
2003285.2000,0
2003286.1730,0
2003286.1905,0
2003286.1910,0
2003287.1810,0
2003287.1815,0
2003287.1950,0
2003288.1855,0
2003288.2030,0
2003289.1800,0
2003289.1935,0
2003289.1940,0
2003290.1840,0
2003290.1845,0
2003290.2020,0
2003291.1745,0
2003291.1750,0
2003291.1925,0
2003291.1930,0
2003292.1830,0
2003292.2010,0
2003293.1735,0
2003293.1910,0
2003293.1915,0
2003294.1815,0
2003294.1820,0
2003294.1955,0
2003295.1725,0
2003295.1900,0
2003295.1905,0
2003296.1805,0
2003296.1810,0
2003296.1945,0
2003297.1845,0
2003297.1850,0
2003297.2025,0
2003298.1750,0
2003298.1755,0
2003298.1930,0
2003298.1935,0
2003299.1835,0
2003299.1840,0
2003299.2015,0
2003300.1740,0
2003300.1745,0
2003300.1920,0
2003301.1820,0
2003301.1825,0
2003301.2000,0
2003302.1730,0
2003302.1905,0
2003302.1910,0
2003303.1810,0
2003303.1815,0
2003303.1950,0
2003304.2030,0
2003305.1800,0
2003305.1935,0
2003305.1940,0
2003306.1840,0
2003306.1845,0
2003306.2020,0
2003307.1745,0
2003307.1750,0
2003307.1925,0
2003307.1930,0
2003308.1830,0
2003308.2010,0
2003309.1735,0
2003309.1910,0
2003309.1915,0
2003310.1815,0
2003310.1820,0
2003310.1955,0
2003311.1725,0
2003311.1900,0
2003311.1905,0
2003312.1805,0
2003312.1810,0
2003312.1945,0
2003313.1850,0
2003313.2025,0
2003314.1750,0
2003314.1755,0
2003314.1930,0
2003314.1935,0
2003315.1835,0
2003315.1840,0
2003315.2015,0
2003316.1740,0
2003316.1745,0
2003316.1920,0
2003316.2055,0
2003317.1825,0
2003317.2000,0
2003317.2005,0
2003318.1730,0
2003318.1905,0
2003318.1910,0
2003319.1810,0
2003319.1815,0
2003319.1950,0
2003319.1955,0
2003320.1855,0
2003320.1900,0
2003321.1800,0
2003321.1935,0
2003321.1940,0
2003322.1840,0
2003322.1845,0
2003322.2020,0
2003323.1745,0
2003323.1750,0
2003323.1925,0
2003323.1930,0
2003324.1830,0
2003324.1835,0
2003324.2010,0
2003325.1735,0
2003325.1915,0
2003326.1815,0
2003326.1820,0
2003326.1955,0
2003326.2000,0
2003327.1725,0
2003327.1900,0
2003327.1905,0
2003328.1805,0
2003328.1810,0
2003328.1945,0
2003329.1850,0
2003329.2025,0
2003330.1750,0
2003330.1755,0
2003330.1930,0
2003330.1935,0
2003331.1835,0
2003331.1840,0
2003331.2015,0
2003332.1740,0
2003332.1745,0
2003332.1920,0
2003332.1925,0
2003333.1825,0
2003333.2000,0
2003333.2005,0
2003334.1730,0
2003334.1905,0
2003334.1910,0
2003335.1810,0
2003335.1815,0
2003335.1950,0
2003335.1955,0
2003336.1855,0
2003336.1900,0
2003337.1800,0
2003337.1940,0
2003338.1840,0
2003338.1845,0
2003338.2020,0
2003339.1745,0
2003339.1750,0
2003339.1925,0
2003339.1930,0
2003340.1830,0
2003340.1835,0
2003340.2010,0
2003341.1735,0
2003341.1740,0
2003341.1915,0
2003341.2050,0
2003342.1815,0
2003342.1820,0
2003342.1955,0
2003342.2000,0
2003343.1725,0
2003343.1900,0
2003343.1905,0
2003344.1805,0
2003344.1810,0
2003344.1945,0
2003344.1950,0
2003345.1850,0
2003345.2025,0
2003346.1755,0
2003346.1930,0
2003346.1935,0
2003347.2015,0
2003348.1740,0
2003348.1745,0
2003348.1920,0
2003348.1925,0
2003349.1825,0
2003349.2000,0
2003349.2005,0
2003359.1725,0
2003359.1900,0
2003359.1905,0
2003360.1805,0
2003360.1810,0
2003360.1945,0
2003360.1950,0
2003361.1850,0
2003361.2025,0
2003362.1755,0
2003362.1930,0
2003362.1935,0
2003363.1835,0
2003363.1840,0
2003363.2015,0
2003364.1740,0
2003364.1745,0
2003364.1920,0
2003364.1925,0
2003365.1825,0
2003365.2000,0
2003365.2005,0
2004001.1730,0
2004001.1905,0
2004001.1910,0
2004002.1810,0
2004002.1815,0
2004002.1950,0
2004002.1955,0
2004003.1855,0
2004003.1900,0
2004004.1800,0
2004004.1940,0
2004005.1840,0
2004005.1845,0
2004005.2020,0
2004006.1745,0
2004006.1750,0
2004006.1925,0
2004006.1930,0
2004007.1830,0
2004007.1835,0
2004007.2010,0
2004008.1735,0
2004008.1740,0
2004008.1915,0
2004008.2050,0
2004009.1815,0
2004009.1820,0
2004009.1955,0
2004009.2000,0
2004010.1725,0
2004010.1900,0
2004010.1905,0
2004011.1805,0
2004011.1810,0
2004011.1945,0
2004012.1850,0
2004012.2025,0
2004013.1755,0
2004013.1930,0
2004013.1935,0
2004014.1835,0
2004014.1840,0
2004014.2015,0
2004015.1740,0
2004015.1745,0
2004015.1920,0
2004015.1925,0
2004016.1825,0
2004016.2000,0
2004016.2005,0
2004017.1730,0
2004017.1905,0
2004017.1910,0
2004018.1810,0
2004018.1815,0
2004018.1950,0
2004018.1955,0
2004019.1855,0
2004019.1900,0
2004020.1800,0
2004020.1935,0
2004020.1940,0
2004021.1840,0
2004021.1845,0
2004021.2020,0
2004022.1745,0
2004022.1750,0
2004022.1925,0
2004022.1930,0
2004023.1830,0
2004023.1835,0
2004023.2010,0
2004024.1735,0
2004024.1915,0
2004025.1815,0
2004025.1820,0
2004025.1955,0
2004025.2000,0
2004026.1725,0
2004026.1900,0
2004026.1905,0
2004027.1805,0
2004027.1810,0
2004027.1945,0
2004028.2025,0
2004029.1750,0
2004029.1755,0
2004029.1930,0
2004029.1935,0
2004030.1835,0
2004030.1840,0
2004030.2015,0
2004031.1740,0
2004031.1745,0
2004031.1920,0
2004032.1825,0
2004032.2000,0
2004032.2005,0
2004033.1730,0
2004033.1905,0
2004033.1910,0
2004034.1810,0
2004034.1815,0
2004034.1950,0
2004034.1955,0
2004035.1855,0
2004035.1900,0
2004036.1800,0
2004036.1935,0
2004036.1940,0
2004037.1840,0
2004037.1845,0
2004037.2020,0
2004038.1745,0
2004038.1750,0
2004038.1925,0
2004038.1930,0
2004039.1830,0
2004039.1835,0
2004039.2010,0
2004040.1735,0
2004040.1915,0
2004041.1815,0
2004041.1820,0
2004041.1955,0
2004041.2000,0
2004042.1725,0
2004042.1900,0
2004042.1905,0
2004043.1805,0
2004043.1810,0
2004043.1945,0
2004044.1850,0
2004044.2025,0
2004045.1750,0
2004045.1755,0
2004045.1930,0
2004045.1935,0
2004046.1835,0
2004046.1840,0
2004046.2015,0
2004047.1740,0
2004047.1745,0
2004047.1920,0
2004048.1825,0
2004048.2000,0
2004048.2005,0
2004050.1810,0
2004050.1815,0
2004050.1950,0
2004050.1955,0
2004051.1855,0
2004051.1900,0
2004052.1800,0
2004052.1935,0
2004052.1940,0
2004053.1840,0
2004053.1845,0
2004053.2020,0
2004054.1745,0
2004054.1750,0
2004054.1925,0
2004054.1930,0
2004055.1830,0
2004055.1835,0
2004055.2010,0
2004056.1735,0
2004056.1915,0
2004057.1815,0
2004057.1820,0
2004057.1955,0
2004057.2000,0
2004058.1725,0
2004058.1900,0
2004058.1905,0
2004059.1805,0
2004059.1810,0
2004059.1945,0
2004060.1850,0
2004060.2025,0
2004061.1750,0
2004061.1755,0
2004061.1930,0
2004061.1935,0
2004062.1835,0
2004062.1840,0
2004062.2015,0
2004063.1740,0
2004063.1745,0
2004063.1920,0
2004064.1825,0
2004064.2000,0
2004064.2005,0
2004065.1730,0
2004065.1905,0
2004065.1910,0
2004066.1810,0
2004066.1815,0
2004066.1950,0
2004066.1955,0
2004067.1855,0
2004067.1900,0
2004068.1800,0
2004068.1935,0
2004068.1940,0
2004069.1840,0
2004069.1845,0
2004069.2020,0
2004070.1745,0
2004070.1750,0
2004070.1925,0
2004070.1930,0
2004071.1830,0
2004071.1835,0
2004071.2010,0
2004072.1735,0
2004072.1910,0
2004072.1915,0
2004073.1815,0
2004073.1820,0
2004073.1955,0
2004073.2000,0
2004074.1725,0
2004074.1900,0
2004074.1905,0
2004075.1805,0
2004075.1810,0
2004075.1945,0
2004076.1850,0
2004076.2025,0
2004077.1750,0
2004077.1755,0
2004077.1930,0
2004077.1935,0
2004078.1835,0
2004078.1840,0
2004078.2015,0
2004079.1740,0
2004079.1745,0
2004079.1920,0
2004079.2055,0
2004080.1825,0
2004080.2000,0
2004080.2005,0
2004081.1730,0
2004081.1905,0
2004081.1910,0
2004082.1810,0
2004082.1815,0
2004082.1950,0
2004083.1855,0
2004083.2030,0
2004084.1800,0
2004084.1935,0
2004084.1940,0
2004085.1840,0
2004085.1845,0
2004085.2020,0
2004086.1745,0
2004086.1750,0
2004086.1925,0
2004086.1930,0
2004087.1830,0
2004087.2010,0
2004088.1735,0
2004088.1910,0
2004088.1915,0
2004089.1815,0
2004089.1820,0
2004089.1955,0
2004090.1725,0
2004090.1900,0
2004090.1905,0
2004091.1805,0
2004091.1810,0
2004091.1945,0
2004092.1845,0
2004092.1850,0
2004092.2025,0
2004093.1750,0
2004093.1755,0
2004093.1930,0
2004093.1935,0
2004094.1835,0
2004094.1840,0
2004094.2015,0
2004095.1740,0
2004095.1745,0
2004095.1920,0
2004096.1820,0
2004096.1825,0
2004096.2000,0
2004098.1810,0
2004098.1815,0
2004098.1950,0
2004099.1855,0
2004099.2030,0
2004100.1800,0
2004100.1935,0
2004100.1940,0
2004101.1840,0
2004101.1845,0
2004101.2020,0
2004102.1745,0
2004102.1750,0
2004102.1925,0
2004102.1930,0
2004103.1830,0
2004103.2005,0
2004103.2010,0
2004104.1735,0
2004104.1910,0
2004104.1915,0
2004105.1815,0
2004105.1820,0
2004105.1955,0
2004106.1725,0
2004106.1900,0
2004106.1905,0
2004107.1805,0
2004107.1810,0
2004107.1945,0
2004108.1845,0
2004108.1850,0
2004108.2025,0
2004109.1750,0
2004109.1755,0
2004109.1930,0
2004109.1935,0
2004110.1835,0
2004110.1840,0
2004110.2015,0
2004111.1740,0
2004111.1745,0
2004111.1920,0
2004112.1820,0
2004112.1825,0
2004112.2000,0
2004113.1730,0
2004113.1905,0
2004113.1910,0
2004114.1810,0
2004114.1815,0
2004114.1950,0
2004115.1855,0
2004115.2030,0
2004116.1800,0
2004116.1935,0
2004116.1940,0
2004117.1840,0
2004117.1845,0
2004117.2020,0
2004118.1745,0
2004118.1750,0
2004118.1925,0
2004118.1930,0
2004119.1830,0
2004119.2010,0
2004120.1735,0
2004120.1910,0
2004120.1915,0
2004121.1815,0
2004121.1820,0
2004121.1955,0
2004122.1725,0
2004122.1900,0
2004122.1905,0
2004123.1805,0
2004123.1810,0
2004123.1945,0
2004124.1845,0
2004124.1850,0
2004124.2025,0
2004125.1750,0
2004125.1755,0
2004125.1930,0
2004125.1935,0
2004126.1835,0
2004126.1840,0
2004126.2015,0
2004127.1740,0
2004127.1745,0
2004127.1920,0
2004128.1825,0
2004128.2000,0
2004128.2005,0
2004129.1730,0
2004129.1905,0
2004129.1910,0
2004130.1810,0
2004130.1815,0
2004130.1950,0
2004131.1855,0
2004131.2030,0
2004132.1800,0
2004132.1935,0
2004132.1940,0
2004133.1840,0
2004133.1845,0
2004133.2020,0
2004134.1745,0
2004134.1750,0
2004134.1925,0
2004134.1930,0
2004135.1830,0
2004135.2010,0
2004136.1735,0
2004136.1910,0
2004136.1915,0
2004137.1815,0
2004137.1820,0
2004137.1955,0
2004138.1725,0
2004138.1900,0
2004138.1905,0
2004139.1805,0
2004139.1810,0
2004139.1945,0
2004140.1845,0
2004140.1850,0
2004140.2025,0
2004141.1750,0
2004141.1755,0
2004141.1930,0
2004141.1935,0
2004142.1835,0
2004142.1840,0
2004142.2015,0
2004143.1740,0
2004143.1745,0
2004143.1920,0
2004144.1825,0
2004144.2000,0
2004145.1730,0
2004145.1905,0
2004145.1910,0
2004146.1810,0
2004146.1815,0
2004146.1950,0
2004147.1855,0
2004147.2030,0
2004148.1800,0
2004148.1935,0
2004148.1940,0
2004149.1840,0
2004149.1845,0
2004149.2020,0
2004150.1745,0
2004150.1750,0
2004150.1925,0
2004150.1930,0
2004151.1830,0
